grid,pole_position,previous_races,previous_wins,previous_win_rate,previous_points,previous_avg_position,previous_podiums,previous_podium_rate,previous_constructor_wins,previous_constructor_points,previous_constructor_races,previous_constructor_win_rate,win
14,0,149,0,0.0,507.0,10.563758389261745,8,0.053691275167785234,0,1064.0,204,0.0,0
7,0,73,0,0.0,148.0,11.876712328767123,0,0.0,35,1465.0,357,0.09803921568627451,0
10,0,33,0,0.0,44.0,13.212121212121213,1,0.030303030303030304,114,3563.0,707,0.16124469589816123,0
12,0,13,0,0.0,0.0,15.846153846153847,0,0.0,114,3563.0,707,0.16124469589816123,0
15,0,13,0,0.0,13.0,13.76923076923077,0,0.0,0,528.0,387,0.0,0
17,0,34,0,0.0,22.0,13.294117647058824,0,0.0,178,5366.5,793,0.2244640605296343,0
20,0,150,0,0.0,457.0,11.513333333333334,0,0.0,35,1465.0,357,0.09803921568627451,0
9,0,18,0,0.0,28.0,12.777777777777779,0,0.0,1,412.0,239,0.0041841004184100415,0
18,0,89,0,0.0,15.0,15.089887640449438,0,0.0,0,528.0,387,0.0,0
11,0,74,0,0.0,130.0,12.162162162162161,1,0.013513513513513514,0,152.0,54,0.0,0
19,0,142,7,0.04929577464788732,934.0,9.669014084507042,29,0.20422535211267606,58,4126.5,258,0.2248062015503876,0
13,0,306,32,0.10457516339869281,1893.0,8.055555555555555,97,0.31699346405228757,178,5366.5,793,0.2244640605296343,0
16,0,17,0,0.0,2.0,15.352941176470589,0,0.0,1,412.0,239,0.0041841004184100415,0
6,0,137,0,0.0,371.0,12.620437956204379,10,0.072992700729927,0,152.0,54,0.0,0
1,1,222,68,0.3063063063063063,2866.0,5.333333333333333,128,0.5765765765765766,82,4272.139999999999,182,0.45054945054945056,1
2,0,74,4,0.05405405405405406,551.0,8.824324324324325,16,0.21621621621621623,58,4136.5,259,0.22393822393822393,0
3,0,213,52,0.24413145539906103,2651.0,5.995305164319249,107,0.5023474178403756,234,8475.77,965,0.24248704663212436,0
4,0,112,3,0.026785714285714284,875.0,8.008928571428571,28,0.25,82,4272.139999999999,182,0.45054945054945056,0
5,0,287,20,0.06968641114982578,1729.0,7.7317073170731705,100,0.34843205574912894,234,8475.77,965,0.24248704663212436,0
6,0,143,7,0.04895104895104895,934.0,9.72027972027972,29,0.20279720279720279,58,4136.5,259,0.22393822393822393,0
11,0,307,32,0.10423452768729642,1893.0,8.087947882736156,97,0.31596091205211724,178,5366.5,794,0.22418136020151133,0
12,0,74,0,0.0,152.0,11.824324324324325,0,0.0,35,1469.0,358,0.09776536312849161,0
13,0,14,0,0.0,13.0,13.571428571428571,0,0.0,0,528.0,388,0.0,0
10,0,151,0,0.0,457.0,11.52317880794702,0,0.0,35,1469.0,358,0.09776536312849161,0
14,0,90,0,0.0,15.0,15.088888888888889,0,0.0,0,528.0,388,0.0,0
18,0,35,0,0.0,22.0,13.257142857142858,0,0.0,178,5366.5,794,0.22418136020151133,0
15,0,19,0,0.0,28.0,12.842105263157896,0,0.0,1,412.0,240,0.004166666666666667,0
20,0,34,0,0.0,46.0,13.088235294117647,1,0.029411764705882353,114,3566.0,708,0.16101694915254236,0
8,0,138,0,0.0,371.0,12.673913043478262,10,0.07246376811594203,0,152.0,55,0.0,0
7,0,150,0,0.0,513.0,10.54,8,0.05333333333333334,0,1078.0,205,0.0,0
17,0,18,0,0.0,2.0,15.555555555555555,0,0.0,1,412.0,240,0.004166666666666667,0
16,0,75,0,0.0,130.0,12.213333333333333,1,0.013333333333333334,0,152.0,55,0.0,0
19,0,14,0,0.0,1.0,15.428571428571429,0,0.0,114,3566.0,708,0.16101694915254236,0
9,0,43,0,0.0,132.0,10.930232558139535,0,0.0,0,1078.0,205,0.0,0
2,0,223,69,0.3094170403587444,2891.0,5.313901345291479,129,0.57847533632287,83,4309.139999999999,183,0.453551912568306,1
1,1,113,3,0.02654867256637168,887.0,7.9734513274336285,28,0.24778761061946902,83,4309.139999999999,183,0.453551912568306,0
3,0,214,52,0.24299065420560748,2666.0,5.981308411214953,108,0.5046728971962616,234,8500.77,966,0.2422360248447205,0
4,0,288,20,0.06944444444444445,1739.0,7.722222222222222,100,0.3472222222222222,234,8500.77,966,0.2422360248447205,0
19,0,75,4,0.05333333333333334,569.0,8.733333333333333,17,0.22666666666666666,58,4162.5,260,0.2230769230769231,0
18,0,144,7,0.04861111111111111,942.0,9.694444444444445,29,0.2013888888888889,58,4162.5,260,0.2230769230769231,0
7,0,15,0,0.0,15.0,13.266666666666667,0,0.0,0,530.0,389,0.0,0
5,0,76,0,0.0,130.0,12.289473684210526,1,0.013157894736842105,0,152.0,56,0.0,0
6,0,44,0,0.0,132.0,11.136363636363637,0,0.0,0,1078.0,206,0.0,0
8,0,151,0,0.0,513.0,10.57615894039735,8,0.052980132450331126,0,1078.0,206,0.0,0
9,0,139,0,0.0,371.0,12.690647482014388,10,0.07194244604316546,0,152.0,56,0.0,0
12,0,152,0,0.0,458.0,11.513157894736842,0,0.0,35,1474.0,359,0.09749303621169916,0
10,0,91,0,0.0,15.0,15.043956043956044,0,0.0,0,530.0,389,0.0,0
16,0,308,32,0.1038961038961039,1899.0,8.084415584415584,97,0.31493506493506496,178,5372.5,795,0.2238993710691824,0
14,0,35,0,0.0,46.0,13.114285714285714,1,0.02857142857142857,114,3566.0,709,0.1607898448519041,0
15,0,36,0,0.0,22.0,13.222222222222221,0,0.0,178,5372.5,795,0.2238993710691824,0
11,0,75,0,0.0,156.0,11.773333333333333,0,0.0,35,1474.0,359,0.09749303621169916,0
13,0,15,0,0.0,1.0,15.666666666666666,0,0.0,114,3566.0,709,0.1607898448519041,0
17,0,20,0,0.0,28.0,12.85,0,0.0,1,412.0,241,0.004149377593360996,0
20,0,19,0,0.0,2.0,15.631578947368421,0,0.0,1,412.0,241,0.004149377593360996,0
1,1,224,70,0.3125,2916.0,5.294642857142857,130,0.5803571428571429,84,4352.139999999999,184,0.45652173913043476,1
2,0,114,3,0.02631578947368421,905.0,7.921052631578948,29,0.2543859649122807,84,4352.139999999999,184,0.45652173913043476,0
3,0,76,4,0.05263157894736842,579.0,8.68421052631579,17,0.2236842105263158,58,4180.5,261,0.2222222222222222,0
15,0,145,7,0.04827586206896552,950.0,9.668965517241379,29,0.2,58,4180.5,261,0.2222222222222222,0
4,0,289,20,0.06920415224913495,1751.0,7.709342560553633,100,0.3460207612456747,234,8527.77,967,0.2419855222337125,0
8,0,215,52,0.24186046511627907,2681.0,5.967441860465116,109,0.5069767441860465,234,8527.77,967,0.2419855222337125,0
9,0,152,0,0.0,514.0,10.572368421052632,8,0.05263157894736842,0,1081.0,207,0.0,0
5,0,140,0,0.0,371.0,12.678571428571429,10,0.07142857142857142,0,156.0,57,0.0,0
11,0,45,0,0.0,134.0,11.088888888888889,0,0.0,0,1081.0,207,0.0,0
13,0,76,0,0.0,156.0,11.842105263157896,0,0.0,35,1474.0,360,0.09722222222222222,0
7,0,21,0,0.0,28.0,13.142857142857142,0,0.0,1,412.0,242,0.004132231404958678,0
20,0,92,0,0.0,15.0,15.021739130434783,0,0.0,0,536.0,390,0.0,0
6,0,20,0,0.0,2.0,15.85,0,0.0,1,412.0,242,0.004132231404958678,0
18,0,309,32,0.10355987055016182,1899.0,8.103559870550162,97,0.313915857605178,178,5372.5,796,0.2236180904522613,0
19,0,37,0,0.0,22.0,13.297297297297296,0,0.0,178,5372.5,796,0.2236180904522613,0
17,0,16,0,0.0,1.0,15.8125,0,0.0,114,3566.0,710,0.16056338028169015,0
14,0,36,0,0.0,46.0,13.166666666666666,1,0.027777777777777776,114,3566.0,710,0.16056338028169015,0
10,0,16,0,0.0,21.0,12.875,0,0.0,0,536.0,390,0.0,0
16,0,153,0,0.0,458.0,11.516339869281046,0,0.0,35,1474.0,360,0.09722222222222222,0
12,0,77,0,0.0,134.0,12.233766233766234,1,0.012987012987012988,0,156.0,57,0.0,0
2,0,290,20,0.06896551724137931,1761.0,7.7,100,0.3448275862068966,234,8545.77,968,0.24173553719008264,1
18,0,77,4,0.05194805194805195,594.0,8.61038961038961,18,0.23376623376623376,58,4207.5,262,0.22137404580152673,0
1,1,225,71,0.31555555555555553,2941.0,5.275555555555556,131,0.5822222222222222,85,4395.139999999999,185,0.4594594594594595,0
5,0,216,52,0.24074074074074073,2689.0,5.967592592592593,109,0.5046296296296297,234,8545.77,968,0.24173553719008264,0
3,0,115,3,0.02608695652173913,923.0,7.869565217391305,30,0.2608695652173913,85,4395.139999999999,185,0.4594594594594595,0
7,0,154,0,0.0,458.0,11.564935064935066,0,0.0,35,1475.0,361,0.09695290858725762,0
11,0,77,0,0.0,157.0,11.818181818181818,0,0.0,35,1475.0,361,0.09695290858725762,0
10,0,153,0,0.0,520.0,10.549019607843137,8,0.05228758169934641,0,1089.0,208,0.0,0
20,0,21,0,0.0,2.0,15.714285714285714,0,0.0,1,412.0,243,0.00411522633744856,0
16,0,93,0,0.0,15.0,14.989247311827956,0,0.0,0,536.0,391,0.0,0
17,0,38,0,0.0,22.0,13.342105263157896,0,0.0,178,5372.5,797,0.2233375156838143,0
19,0,22,0,0.0,28.0,13.045454545454545,0,0.0,1,412.0,243,0.00411522633744856,0
14,0,17,0,0.0,1.0,15.823529411764707,0,0.0,114,3566.0,711,0.16033755274261605,0
15,0,37,0,0.0,46.0,13.27027027027027,1,0.02702702702702703,114,3566.0,711,0.16033755274261605,0
9,0,17,0,0.0,21.0,13.176470588235293,0,0.0,0,536.0,391,0.0,0
4,0,146,7,0.04794520547945205,962.0,9.63013698630137,29,0.19863013698630136,58,4207.5,262,0.22137404580152673,0
8,0,141,0,0.0,375.0,12.645390070921986,10,0.07092198581560284,0,160.0,58,0.0,0
13,0,310,32,0.1032258064516129,1899.0,8.12258064516129,97,0.31290322580645163,178,5372.5,797,0.2233375156838143,0
6,0,46,0,0.0,136.0,11.043478260869565,0,0.0,0,1089.0,208,0.0,0
12,0,78,0,0.0,134.0,12.333333333333334,1,0.01282051282051282,0,160.0,58,0.0,0
2,0,78,4,0.05128205128205128,612.0,8.525641025641026,19,0.24358974358974358,58,4225.5,263,0.22053231939163498,1
4,0,217,52,0.23963133640552994,2701.0,5.95852534562212,109,0.5023041474654378,235,8582.77,969,0.24251805985552116,0
6,0,291,21,0.07216494845360824,1786.0,7.676975945017182,101,0.3470790378006873,235,8582.77,969,0.24251805985552116,0
3,0,226,71,0.3141592920353982,2956.0,5.265486725663717,132,0.584070796460177,85,4420.139999999999,186,0.45698924731182794,0
5,0,116,3,0.02586206896551724,933.0,7.844827586206897,30,0.25862068965517243,85,4420.139999999999,186,0.45698924731182794,0
7,0,155,0,0.0,466.0,11.529032258064516,0,0.0,35,1489.0,362,0.09668508287292818,0
9,0,18,0,0.0,21.0,13.277777777777779,0,0.0,0,537.0,392,0.0,0
15,0,39,0,0.0,22.0,13.282051282051283,0,0.0,178,5372.5,798,0.22305764411027568,0
10,0,94,0,0.0,16.0,14.936170212765957,0,0.0,0,537.0,392,0.0,0
20,0,23,0,0.0,28.0,13.0,0,0.0,1,414.0,244,0.004098360655737705,0
11,0,47,0,0.0,136.0,11.212765957446809,0,0.0,0,1093.0,209,0.0,0
17,0,38,0,0.0,46.0,13.289473684210526,1,0.02631578947368421,114,3566.0,712,0.1601123595505618,0
19,0,18,0,0.0,1.0,15.666666666666666,0,0.0,114,3566.0,712,0.1601123595505618,0
14,0,22,0,0.0,4.0,15.409090909090908,0,0.0,1,414.0,244,0.004098360655737705,0
16,0,79,0,0.0,134.0,12.430379746835444,1,0.012658227848101266,0,160.0,59,0.0,0
18,0,142,0,0.0,375.0,12.67605633802817,10,0.07042253521126761,0,160.0,59,0.0,0
1,1,147,7,0.047619047619047616,962.0,9.673469387755102,29,0.19727891156462585,58,4225.5,263,0.22053231939163498,0
13,0,154,0,0.0,524.0,10.532467532467532,8,0.05194805194805195,0,1093.0,209,0.0,0
8,0,78,0,0.0,163.0,11.756410256410257,0,0.0,35,1489.0,362,0.09668508287292818,0
12,0,311,32,0.10289389067524116,1899.0,8.154340836012862,97,0.31189710610932475,178,5372.5,798,0.22305764411027568,0
1,1,227,71,0.31277533039647576,2968.0,5.259911894273127,132,0.5814977973568282,85,4442.139999999999,187,0.45454545454545453,1
5,0,79,5,0.06329113924050633,637.0,8.430379746835444,20,0.25316455696202533,59,4250.5,264,0.22348484848484848,0
4,0,292,21,0.07191780821917808,1801.0,7.660958904109589,102,0.3493150684931507,235,8615.77,970,0.2422680412371134,0
11,0,148,7,0.0472972972972973,962.0,9.722972972972974,29,0.19594594594594594,59,4250.5,264,0.22348484848484848,0
3,0,117,3,0.02564102564102564,943.0,7.82051282051282,30,0.2564102564102564,85,4442.139999999999,187,0.45454545454545453,0
2,0,218,52,0.23853211009174313,2719.0,5.940366972477064,110,0.5045871559633027,235,8615.77,970,0.2422680412371134,0
7,0,19,0,0.0,27.0,12.947368421052632,0,0.0,0,545.0,393,0.0,0
8,0,143,0,0.0,375.0,12.6993006993007,10,0.06993006993006994,0,160.0,60,0.0,0
10,0,80,0,0.0,134.0,12.4625,1,0.0125,0,160.0,60,0.0,0
12,0,155,0,0.0,524.0,10.580645161290322,8,0.05161290322580645,0,1093.0,210,0.0,0
16,0,23,0,0.0,4.0,15.347826086956522,0,0.0,1,415.0,245,0.004081632653061225,0
15,0,79,0,0.0,163.0,11.848101265822784,0,0.0,35,1497.0,363,0.09641873278236915,0
9,0,24,0,0.0,29.0,12.875,0,0.0,1,415.0,245,0.004081632653061225,0
20,0,40,0,0.0,26.0,13.15,0,0.0,178,5376.5,799,0.2227784730913642,0
18,0,48,0,0.0,136.0,11.208333333333334,0,0.0,0,1093.0,210,0.0,0
14,0,19,0,0.0,1.0,15.526315789473685,0,0.0,114,3566.0,713,0.15988779803646563,0
17,0,312,32,0.10256410256410256,1899.0,8.192307692307692,97,0.3108974358974359,178,5376.5,799,0.2227784730913642,0
19,0,39,0,0.0,46.0,13.256410256410257,1,0.02564102564102564,114,3566.0,713,0.15988779803646563,0
13,0,156,0,0.0,474.0,11.493589743589743,0,0.0,35,1497.0,363,0.09641873278236915,0
6,0,95,0,0.0,18.0,14.873684210526315,0,0.0,0,545.0,393,0.0,0
1,1,228,72,0.3157894736842105,2993.0,5.241228070175438,133,0.5833333333333334,86,4477.139999999999,188,0.4574468085106383,1
3,0,219,52,0.2374429223744292,2727.0,5.940639269406392,110,0.502283105022831,235,8638.77,971,0.2420185375901133,0
6,0,80,5,0.0625,655.0,8.35,21,0.2625,59,4280.5,265,0.22264150943396227,0
5,0,149,7,0.04697986577181208,974.0,9.684563758389261,29,0.19463087248322147,59,4280.5,265,0.22264150943396227,0
2,0,118,3,0.025423728813559324,953.0,7.796610169491525,30,0.2542372881355932,86,4477.139999999999,188,0.4574468085106383,0
11,0,80,0,0.0,163.0,11.85,0,0.0,35,1497.0,364,0.09615384615384616,0
8,0,20,0,0.0,33.0,12.65,0,0.0,0,551.0,394,0.0,0
14,0,156,0,0.0,525.0,10.576923076923077,8,0.05128205128205128,0,1094.0,211,0.0,0
7,0,144,0,0.0,379.0,12.666666666666666,10,0.06944444444444445,0,166.0,61,0.0,0
13,0,81,0,0.0,136.0,12.419753086419753,1,0.012345679012345678,0,166.0,61,0.0,0
15,0,313,32,0.10223642172523961,1899.0,8.220447284345047,97,0.30990415335463256,178,5376.5,800,0.2225,0
16,0,24,0,0.0,4.0,15.166666666666666,0,0.0,1,415.0,246,0.0040650406504065045,0
20,0,40,0,0.0,46.0,13.375,1,0.025,114,3566.0,714,0.15966386554621848,0
18,0,41,0,0.0,26.0,13.170731707317072,0,0.0,178,5376.5,800,0.2225,0
19,0,20,0,0.0,1.0,15.55,0,0.0,114,3566.0,714,0.15966386554621848,0
17,0,25,0,0.0,29.0,12.88,0,0.0,1,415.0,246,0.0040650406504065045,0
9,0,49,0,0.0,136.0,11.285714285714286,0,0.0,0,1094.0,211,0.0,0
12,0,96,0,0.0,18.0,14.927083333333334,0,0.0,0,551.0,394,0.0,0
4,0,293,21,0.07167235494880546,1816.0,7.645051194539249,103,0.3515358361774744,235,8638.77,971,0.2420185375901133,0
10,0,157,0,0.0,474.0,11.54140127388535,0,0.0,35,1497.0,364,0.09615384615384616,0
2,0,119,3,0.025210084033613446,963.0,7.773109243697479,30,0.25210084033613445,87,4512.139999999999,189,0.4603174603174603,1
1,1,229,73,0.31877729257641924,3018.0,5.222707423580786,134,0.5851528384279476,87,4512.139999999999,189,0.4603174603174603,0
4,0,81,5,0.06172839506172839,670.0,8.283950617283951,22,0.2716049382716049,59,4307.5,266,0.22180451127819548,0
3,0,220,52,0.23636363636363636,2745.0,5.922727272727273,111,0.5045454545454545,235,8656.77,972,0.2417695473251029,0
5,0,21,0,0.0,39.0,12.380952380952381,0,0.0,235,8656.77,972,0.2417695473251029,0
7,0,82,0,0.0,137.0,12.390243902439025,1,0.012195121951219513,0,169.0,62,0.0,0
11,0,158,0,0.0,474.0,11.594936708860759,0,0.0,35,1505.0,365,0.0958904109589041,0
9,0,294,21,0.07142857142857142,1816.0,7.683673469387755,103,0.35034013605442177,10,214.0,112,0.08928571428571429,0
16,0,41,0,0.0,46.0,13.365853658536585,1,0.024390243902439025,0,0.0,0,0.0,0
15,0,74,0,0.0,133.0,12.594594594594595,2,0.02702702702702703,1,415.0,247,0.004048582995951417,0
17,0,26,0,0.0,29.0,13.0,0,0.0,59,4307.5,266,0.22180451127819548,0
8,0,0,0,0.0,0.0,,0,0.0,178,5376.5,801,0.2222222222222222,0
10,0,157,0,0.0,529.0,10.560509554140127,8,0.050955414012738856,0,0.0,0,0.0,0
13,0,0,0,0.0,0.0,,0,0.0,1,415.0,247,0.004048582995951417,0
14,0,2,0,0.0,0.0,15.5,0,0.0,10,214.0,112,0.08928571428571429,0
19,0,0,0,0.0,0.0,,0,0.0,114,3566.0,715,0.15944055944055943,0
20,0,76,1,0.013157894736842105,273.0,8.789473684210526,12,0.15789473684210525,114,3566.0,715,0.15944055944055943,0
6,0,145,0,0.0,381.0,12.641379310344828,10,0.06896551724137931,0,169.0,62,0.0,0
12,0,150,7,0.04666666666666667,986.0,9.646666666666667,29,0.19333333333333333,35,1505.0,365,0.0958904109589041,0
18,0,81,0,0.0,171.0,11.777777777777779,0,0.0,178,5376.5,801,0.2222222222222222,0
3,0,230,73,0.3173913043478261,3036.0,5.208695652173913,135,0.5869565217391305,88,4556.139999999999,190,0.4631578947368421,1
4,0,120,4,0.03333333333333333,989.0,7.716666666666667,31,0.25833333333333336,88,4556.139999999999,190,0.4631578947368421,0
1,1,22,0,0.0,49.0,12.045454545454545,0,0.0,235,8678.77,973,0.24152106885919836,0
5,0,82,5,0.06097560975609756,685.0,8.21951219512195,23,0.2804878048780488,59,4322.5,267,0.2209737827715356,0
2,0,221,52,0.23529411764705882,2757.0,5.914027149321267,111,0.502262443438914,235,8678.77,973,0.24152106885919836,0
9,0,1,0,0.0,0.0,12.0,0,0.0,178,5376.5,802,0.22194513715710723,0
8,0,295,21,0.0711864406779661,1820.0,7.684745762711865,103,0.34915254237288135,10,218.0,113,0.08849557522123894,0
13,0,27,0,0.0,29.0,12.925925925925926,0,0.0,59,4322.5,267,0.2209737827715356,0
12,0,1,0,0.0,0.0,14.0,0,0.0,1,416.0,248,0.004032258064516129,0
14,0,158,0,0.0,529.0,10.575949367088608,8,0.05063291139240506,0,2.0,1,0.0,0
16,0,3,0,0.0,0.0,15.333333333333334,0,0.0,10,218.0,113,0.08849557522123894,0
15,0,75,0,0.0,134.0,12.56,2,0.02666666666666667,1,416.0,248,0.004032258064516129,0
6,0,83,0,0.0,145.0,12.313253012048193,1,0.012048192771084338,0,177.0,63,0.0,0
18,0,42,0,0.0,48.0,13.261904761904763,1,0.023809523809523808,0,2.0,1,0.0,0
19,0,1,0,0.0,0.0,16.0,0,0.0,114,3566.0,716,0.15921787709497207,0
20,0,77,1,0.012987012987012988,273.0,8.896103896103897,12,0.15584415584415584,114,3566.0,716,0.15921787709497207,0
17,0,159,0,0.0,480.0,11.566037735849056,0,0.0,35,1511.0,366,0.09562841530054644,0
10,0,151,7,0.046357615894039736,986.0,9.708609271523178,29,0.19205298013245034,35,1511.0,366,0.09562841530054644,0
7,0,82,0,0.0,171.0,11.878048780487806,0,0.0,178,5376.5,802,0.22194513715710723,0
11,0,146,0,0.0,381.0,12.678082191780822,10,0.0684931506849315,0,177.0,63,0.0,0
2,0,231,74,0.3203463203463203,3061.0,5.190476190476191,136,0.5887445887445888,89,4599.139999999999,191,0.46596858638743455,1
1,1,121,4,0.03305785123966942,1007.0,7.669421487603306,32,0.2644628099173554,89,4599.139999999999,191,0.46596858638743455,0
3,0,222,52,0.23423423423423423,2767.0,5.90990990990991,111,0.5,235,8704.77,974,0.24127310061601642,0
5,0,83,5,0.060240963855421686,697.0,8.168674698795181,23,0.27710843373493976,59,4338.5,268,0.22014925373134328,0
4,0,23,0,0.0,65.0,11.652173913043478,1,0.043478260869565216,235,8704.77,974,0.24127310061601642,0
6,0,28,0,0.0,33.0,12.75,0,0.0,59,4338.5,268,0.22014925373134328,0
7,0,152,7,0.046052631578947366,986.0,9.763157894736842,29,0.19078947368421054,35,1511.0,367,0.09536784741144415,0
12,0,159,0,0.0,530.0,10.572327044025156,8,0.050314465408805034,0,3.0,2,0.0,0
13,0,296,21,0.07094594594594594,1826.0,7.6824324324324325,103,0.34797297297297297,10,224.0,114,0.08771929824561403,0
0,0,2,0,0.0,2.0,11.5,0,0.0,1,418.0,249,0.004016064257028112,0
10,0,147,0,0.0,381.0,12.727891156462585,10,0.06802721088435375,0,177.0,64,0.0,0
16,0,43,0,0.0,48.0,13.279069767441861,1,0.023255813953488372,0,3.0,2,0.0,0
9,0,84,0,0.0,145.0,12.321428571428571,1,0.011904761904761904,0,177.0,64,0.0,0
14,0,83,0,0.0,171.0,11.963855421686747,0,0.0,178,5384.5,803,0.22166874221668742,0
19,0,4,0,0.0,0.0,14.25,0,0.0,10,224.0,114,0.08771929824561403,0
17,0,2,0,0.0,0.0,15.5,0,0.0,114,3566.0,717,0.1589958158995816,0
18,0,78,1,0.01282051282051282,273.0,8.987179487179487,12,0.15384615384615385,114,3566.0,717,0.1589958158995816,0
15,0,2,0,0.0,8.0,9.0,0,0.0,178,5384.5,803,0.22166874221668742,0
11,0,76,0,0.0,134.0,12.552631578947368,2,0.02631578947368421,1,418.0,249,0.004016064257028112,0
8,0,160,0,0.0,480.0,11.6,0,0.0,35,1511.0,367,0.09536784741144415,0
1,1,122,4,0.03278688524590164,1025.0,7.622950819672131,33,0.27049180327868855,90,4642.139999999999,192,0.46875,1
2,0,232,75,0.3232758620689655,3086.0,5.172413793103448,137,0.5905172413793104,90,4642.139999999999,192,0.46875,0
3,0,223,52,0.23318385650224216,2782.0,5.896860986547085,112,0.5022421524663677,235,8729.77,975,0.24102564102564103,0
4,0,84,5,0.05952380952380952,709.0,8.119047619047619,23,0.27380952380952384,59,4359.5,269,0.21933085501858737,0
8,0,24,0,0.0,75.0,11.375,1,0.041666666666666664,235,8729.77,975,0.24102564102564103,0
5,0,160,0,0.0,534.0,10.55625,8,0.05,0,7.0,3,0.0,0
9,0,84,0,0.0,171.0,11.988095238095237,0,0.0,178,5384.5,804,0.22139303482587064,0
7,0,3,0,0.0,8.0,12.0,0,0.0,178,5384.5,804,0.22139303482587064,0
13,0,44,0,0.0,48.0,13.25,1,0.022727272727272728,0,7.0,3,0.0,0
0,0,297,21,0.0707070707070707,1828.0,7.686868686868687,103,0.3468013468013468,10,226.0,115,0.08695652173913043,0
11,0,3,0,0.0,3.0,11.0,0,0.0,1,419.0,250,0.004,0
17,0,5,0,0.0,0.0,14.4,0,0.0,10,226.0,115,0.08695652173913043,0
12,0,85,0,0.0,145.0,12.329411764705883,1,0.011764705882352941,0,177.0,65,0.0,0
15,0,161,0,0.0,480.0,11.652173913043478,0,0.0,35,1517.0,368,0.09510869565217392,0
16,0,3,0,0.0,0.0,15.666666666666666,0,0.0,114,3566.0,718,0.15877437325905291,0
0,0,79,1,0.012658227848101266,273.0,9.08860759493671,12,0.1518987341772152,114,3566.0,718,0.15877437325905291,0
0,0,29,0,0.0,42.0,12.517241379310345,0,0.0,59,4359.5,269,0.21933085501858737,0
14,0,148,0,0.0,381.0,12.716216216216216,10,0.06756756756756757,0,177.0,65,0.0,0
6,0,77,0,0.0,134.0,12.636363636363637,2,0.025974025974025976,1,419.0,250,0.004,0
10,0,153,7,0.0457516339869281,992.0,9.745098039215685,29,0.1895424836601307,35,1517.0,368,0.09510869565217392,0
2,0,233,75,0.3218884120171674,3104.0,5.1587982832618025,138,0.592274678111588,91,4685.139999999999,193,0.47150259067357514,1
1,1,123,5,0.04065040650406504,1050.0,7.569105691056911,34,0.2764227642276423,91,4685.139999999999,193,0.47150259067357514,0
4,0,85,5,0.058823529411764705,721.0,8.070588235294117,23,0.27058823529411763,59,4371.5,270,0.21851851851851853,0
3,0,224,52,0.23214285714285715,2797.0,5.883928571428571,113,0.5044642857142857,235,8755.77,976,0.24077868852459017,0
5,0,25,0,0.0,86.0,11.12,1,0.04,235,8755.77,976,0.24077868852459017,0
6,0,30,0,0.0,42.0,12.666666666666666,0,0.0,59,4371.5,270,0.21851851851851853,0
8,0,86,0,0.0,145.0,12.337209302325581,1,0.011627906976744186,0,177.0,66,0.0,0
12,0,85,0,0.0,177.0,11.929411764705883,0,0.0,178,5394.5,805,0.22111801242236026,0
9,0,78,0,0.0,134.0,12.717948717948717,2,0.02564102564102564,1,419.0,251,0.00398406374501992,0
7,0,149,0,0.0,381.0,12.751677852348994,10,0.06711409395973154,0,177.0,66,0.0,0
11,0,4,0,0.0,3.0,11.0,0,0.0,1,419.0,251,0.00398406374501992,0
13,0,154,7,0.045454545454545456,992.0,9.811688311688311,29,0.18831168831168832,35,1517.0,369,0.0948509485094851,0
0,0,162,0,0.0,480.0,11.666666666666666,0,0.0,35,1517.0,369,0.0948509485094851,0
14,0,298,21,0.07046979865771812,1829.0,7.694630872483222,103,0.34563758389261745,10,227.0,116,0.08620689655172414,0
15,0,161,0,0.0,542.0,10.527950310559007,8,0.049689440993788817,0,17.0,4,0.0,0
18,0,6,0,0.0,0.0,14.0,0,0.0,10,227.0,116,0.08620689655172414,0
19,0,4,0,0.0,0.0,15.5,0,0.0,114,3566.0,719,0.15855354659248957,0
17,0,80,1,0.0125,273.0,9.175,12,0.15,114,3566.0,719,0.15855354659248957,0
16,0,45,0,0.0,50.0,13.155555555555555,1,0.022222222222222223,0,17.0,4,0.0,0
10,0,4,0,0.0,12.0,11.0,0,0.0,178,5394.5,805,0.22111801242236026,0
1,1,234,76,0.3247863247863248,3130.0,5.141025641025641,139,0.594017094017094,92,4729.139999999999,194,0.4742268041237113,1
4,0,225,52,0.2311111111111111,2809.0,5.875555555555556,113,0.5022222222222222,235,8777.77,977,0.240532241555783,0
2,0,124,5,0.04032258064516129,1068.0,7.524193548387097,35,0.28225806451612906,92,4729.139999999999,194,0.4742268041237113,0
3,0,86,5,0.05813953488372093,736.0,8.011627906976743,24,0.27906976744186046,59,4394.5,271,0.2177121771217712,0
8,0,31,0,0.0,50.0,12.451612903225806,0,0.0,59,4394.5,271,0.2177121771217712,0
9,0,86,0,0.0,181.0,11.883720930232558,0,0.0,178,5398.5,806,0.22084367245657568,0
7,0,79,0,0.0,136.0,12.670886075949367,2,0.02531645569620253,1,421.0,252,0.003968253968253968,0
10,0,5,0,0.0,3.0,11.0,0,0.0,1,421.0,252,0.003968253968253968,0
6,0,155,7,0.04516129032258064,992.0,9.825806451612904,29,0.1870967741935484,35,1517.0,370,0.0945945945945946,0
13,0,150,0,0.0,382.0,12.733333333333333,10,0.06666666666666667,0,184.0,67,0.0,0
12,0,5,0,0.0,12.0,12.8,0,0.0,178,5398.5,806,0.22084367245657568,0
